ID,Region,Gender,Degree,Marital,Religion,Happy,Income,Politics,GunLaw,OwnGun,SpendMilitary,SpendEduc,SpendEnv,SpendCity,Pres16,Age
1909,W. Sou. Central,Male,Bachelor,Married,Protestant,Very Happy,Below Average,Slghtly Conservative,Legal,Disagree,Too Much,Too Little,About Right,Too Little,Romney,28
1910,W. Sou. Central,Female,Junior College,Married,Protestant,Very Happy,Average,Conservative,Legal,Agree,NA,NA,About Right,Too Little,NA,35
1911,Foreign,Male,Bachelor,Widowed,Catholic,NA,Average,Moderate,NA,Disagree,Too Little,Too Little,About Right,About Right,NA,61
1912,Mountain,Female,Graduate,Married,None,Pretty Happy,Average,Moderate,NA,Agree,NA,NA,About Right,About Right,Obama,35
1913,W. Nor. Central,Female,High School,Divorced,None,NA,Below Average,Extremely Liberal,Legal,Agree,NA,NA,Too Little,NA,Obama,66
1914,Mountain,Male,High School,Divorced,Protestant,NA,Average,Slghtly Conservative,NA,Strongly Agree,NA,NA,About Right,About Right,Romney,43
1915,Mountain,Male,High School,Never Married,Protestant,NA,Below Average,Extremely Liberal,Legal,Disagree,About Right,Too Little,Too Little,About Right,NA,20
1916,E. Nor. Central,Male,Graduate,Married,None,Very Happy,Average,Moderate,NA,NA,About Right,Too Little,Too Little,About Right,NA,60
1917,Pacific,Female,Junior College,Married,Protestant,Pretty Happy,Average,Conservative,Not Legal,NA,NA,NA,About Right,Too Much,Romney,64
1918,Mountain,Male,High School,Never Married,None,NA,Below Average,Moderate,NA,NA,Too Much,Too Little,Too Little,NA,NA,34
1919,Middle Atlantic,Male,High School,Never Married,Catholic,NA,Below Average,Moderate,Legal,Strongly Agree,Too Much,Too Little,About Right,Too Little,Romney,60
1920,Mountain,Male,High School,Never Married,Catholic,NA,Average,Moderate,Not Legal,Disagree,NA,NA,About Right,About Right,NA,34
1921,Mountain,Female,High School,Married,Catholic,Pretty Happy,Average,Moderate,Legal,Agree,NA,NA,About Right,About Right,Obama,31
1922,W. Sou. Central,Male,High School,Never Married,Catholic,NA,Average,Moderate,Not Legal,Disagree,NA,NA,About Right,Too Little,Obama,24
1923,Mountain,Female,Bachelor,Divorced,None,NA,Below Average,Liberal,NA,Disagree,Too Much,Too Little,Too Little,Too Little,Obama,64
1924,Mountain,Female,Junior College,Never Married,Protestant,NA,Below Average,Moderate,Legal,Agree,NA,NA,Too Little,Too Little,Obama,38
1925,Mountain,Male,Lt High School,Never Married,Catholic,NA,Below Average,Slghtly Conservative,NA,Disagree,NA,NA,Too Little,Too Little,Obama,56
1926,E. Nor. Central,Female,Bachelor,Divorced,Protestant,NA,Average,Moderate,NA,Disagree,About Right,Too Little,Too Little,Too Little,NA,60
1927,Mountain,Male,High School,Never Married,None,NA,Far Above Average,Moderate,NA,Disagree,About Right,Too Little,Too Little,Too Little,NA,27
1928,Mountain,Female,High School,Never Married,Protestant,NA,Average,Slightly Liberal,Legal,Disagree,NA,NA,Too Little,About Right,NA,25
1929,Mountain,Male,High School,Never Married,Catholic,NA,Average,NA,NA,Disagree,NA,NA,Too Little,About Right,NA,38
1930,Pacific,Female,Bachelor,Divorced,Protestant,NA,Average,Conservative,NA,Disagree,NA,NA,Too Little,About Right,Obama,71
1931,E. Nor. Central,Male,High School,Married,Protestant,Pretty Happy,Below Average,Slightly Liberal,NA,Disagree,About Right,Too Little,About Right,Too Little,Obama,73
1932,E. Nor. Central,Female,Graduate,Married,Jewish,Pretty Happy,Below Average,Liberal,Legal,NA,NA,NA,Too Little,Too Little,Obama,61
1933,South Atlantic,Female,Lt High School,Separated,None,NA,Below Average,Extremely Liberal,Not Legal,Agree,About Right,About Right,About Right,About Right,NA,30
1934,New England,Female,Graduate,Divorced,None,NA,Below Average,Extremely Liberal,Legal,NA,NA,NA,About Right,About Right,Obama,66
1935,Mountain,Female,High School,Divorced,Protestant,NA,Above Average,Slghtly Conservative,NA,Strongly Disagree,Too Much,Too Little,Too Little,Too Little,NA,53
1936,Pacific,Male,Bachelor,Married,Protestant,Pretty Happy,Above Average,Slightly Liberal,Legal,Strongly Disagree,NA,NA,Too Little,Too Little,NA,41
1937,South Atlantic,Female,Graduate,Married,Protestant,Pretty Happy,Above Average,Slghtly Conservative,NA,Disagree,NA,NA,About Right,About Right,Romney,56
1938,Mountain,Female,Bachelor,Married,Other,Very Happy,Far Below Average,Slightly Liberal,Not Legal,Disagree,NA,NA,Too Little,Too Little,Obama,26
1939,W. Nor. Central,Male,Bachelor,Married,Protestant,Pretty Happy,Far Below Average,Moderate,NA,NA,NA,NA,Too Little,NA,NA,39
1940,E. Nor. Central,Female,Bachelor,Married,Catholic,Very Happy,Above Average,Conservative,NA,NA,NA,NA,Too Much,About Right,Romney,60
1941,W. Nor. Central,Male,Graduate,Married,Protestant,Very Happy,Average,Slghtly Conservative,NA,Disagree,Too Much,Too Little,Too Much,Too Much,Romney,56
1942,Mountain,Female,High School,Never Married,Protestant,NA,Average,Liberal,NA,NA,NA,NA,Too Little,NA,NA,18
1943,Mountain,Female,Graduate,Married,Protestant,Very Happy,Above Average,Slghtly Conservative,NA,NA,NA,NA,Too Little,About Right,Romney,62
1944,Pacific,Female,High School,Married,None,Pretty Happy,Far Below Average,Moderate,Legal,NA,Too Much,Too Much,Too Little,Too Little,NA,48
1945,E. Nor. Central,Female,Graduate,Married,Protestant,Not Too Happy,Below Average,Slghtly Conservative,Legal,Agree,Too Much,About Right,About Right,About Right,Romney,44
1946,E. Nor. Central,Male,Graduate,Married,Catholic,Very Happy,Above Average,Moderate,NA,NA,NA,NA,Too Little,About Right,Obama,55
1947,E. Nor. Central,Male,High School,Never Married,Jewish,NA,Above Average,Moderate,Legal,NA,Too Much,Too Little,Too Little,About Right,NA,21
1948,E. Nor. Central,Male,Bachelor,Never Married,None,NA,Above Average,Liberal,NA,Disagree,NA,NA,Too Little,Too Little,NA,24
1949,W. Sou. Central,Male,High School,Married,Protestant,Very Happy,Average,Conservative,Legal,NA,Too Much,Too Little,Too Little,Too Little,NA,36
1950,Middle Atlantic,Male,Bachelor,Never Married,None,NA,Below Average,Moderate,NA,Agree,NA,NA,About Right,Too Much,NA,29
1951,W. Sou. Central,Female,High School,Divorced,Protestant,NA,Average,Moderate,Legal,NA,Too Little,Too Little,Too Little,About Right,Obama,66
1952,Mountain,Female,Bachelor,Divorced,Protestant,NA,Average,Conservative,NA,Disagree,About Right,About Right,About Right,About Right,Romney,33
1953,E. Nor. Central,Male,Junior College,Divorced,Jewish,NA,Far Above Average,Moderate,Legal,NA,NA,NA,Too Little,Too Little,Obama,58
1954,Middle Atlantic,Female,High School,Divorced,Protestant,NA,Average,Conservative,NA,NA,NA,NA,Too Little,Too Little,Romney,76
1955,Pacific,Male,High School,Never Married,Catholic,NA,Below Average,Conservative,Legal,Disagree,NA,NA,Too Little,NA,NA,46
1956,Mountain,Female,High School,Never Married,None,NA,Below Average,Moderate,NA,Strongly Agree,Too Little,About Right,Too Little,Too Little,Obama,30
1957,Mountain,Female,Bachelor,Divorced,Protestant,NA,Above Average,Slghtly Conservative,Not Legal,Agree,Too Much,NA,Too Little,Too Little,Romney,49
1958,Middle Atlantic,Male,Junior College,Divorced,Catholic,NA,Average,Moderate,NA,Disagree,NA,NA,Too Little,About Right,Obama,51
1959,Pacific,Male,High School,Married,None,Not Too Happy,Below Average,Liberal,Legal,NA,Too Much,Too Little,About Right,Too Little,Obama,63
1960,W. Sou. Central,Male,High School,Married,None,Very Happy,Average,Extremely Liberal,NA,NA,Too Much,Too Little,Too Little,Too Little,NA,39
1961,Mountain,Female,High School,Divorced,Protestant,NA,Below Average,Conservative,Not Legal,Disagree,NA,NA,About Right,Too Much,Romney,69
1962,W. Nor. Central,Male,High School,Married,None,Pretty Happy,Average,NA,NA,Disagree,NA,NA,Too Little,About Right,NA,24
1963,Pacific,Male,Graduate,Married,NA,Very Happy,Far Below Average,Conservative,NA,Disagree,Too Much,Too Little,About Right,About Right,NA,NA
1964,Foreign,Female,Lt High School,Divorced,Catholic,NA,Far Below Average,Moderate,Not Legal,Disagree,Too Much,About Right,About Right,Too Little,NA,42
1965,Pacific,Male,High School,Married,None,Very Happy,Below Average,Moderate,NA,Disagree,Too Much,About Right,About Right,Too Little,NA,30
1966,Pacific,Female,High School,Married,Catholic,Pretty Happy,Below Average,Moderate,NA,Disagree,NA,NA,About Right,Too Little,NA,32
1967,Foreign,Female,Lt High School,Married,Catholic,Very Happy,Far Below Average,Slghtly Conservative,Legal,NA,NA,NA,About Right,About Right,NA,41
1968,Pacific,Female,High School,Divorced,Catholic,NA,Below Average,Slightly Liberal,NA,NA,About Right,Too Little,About Right,About Right,Obama,67
1969,Pacific,Female,High School,Divorced,Protestant,NA,Above Average,Moderate,Not Legal,Strongly Agree,NA,NA,About Right,Too Little,NA,28
1970,Pacific,Female,Bachelor,Never Married,Catholic,NA,Below Average,Moderate,NA,NA,NA,Too Little,Too Little,Too Little,NA,60
1971,Foreign,Female,High School,Divorced,Protestant,NA,Average,Slightly Liberal,NA,Disagree,NA,NA,Too Little,About Right,Romney,51
1972,Pacific,Male,High School,Never Married,None,NA,Average,Moderate,Legal,Disagree,About Right,Too Little,Too Little,Too Little,NA,32
1973,Pacific,Male,High School,Never Married,Christian,NA,Average,Moderate,NA,NA,Too Much,About Right,Too Little,About Right,NA,28
1974,Middle Atlantic,Male,High School,Married,Protestant,Pretty Happy,Average,Moderate,Not Legal,Disagree,NA,NA,Too Little,Too Much,NA,59
1975,Foreign,Female,Lt High School,Married,None,Pretty Happy,Below Average,Liberal,Not Legal,Agree,About Right,About Right,About Right,About Right,NA,38
1976,Pacific,Female,High School,Married,Protestant,Very Happy,Above Average,Moderate,NA,NA,NA,NA,Too Little,Too Little,Obama,70
1977,Pacific,Male,Junior College,Never Married,Protestant,NA,Average,Moderate,Legal,NA,About Right,Too Little,About Right,About Right,NA,36
1978,Pacific,Male,Bachelor,Never Married,Protestant,NA,Below Average,Moderate,Legal,Disagree,NA,NA,About Right,About Right,NA,29
1979,Pacific,Male,Lt High School,Separated,Catholic,NA,Far Below Average,Liberal,NA,Agree,Too Much,Too Little,Too Little,Too Little,NA,59
1980,Foreign,Female,Lt High School,Married,Protestant,Pretty Happy,Far Below Average,Slghtly Conservative,NA,Agree,NA,NA,Too Little,Too Little,NA,42
1981,Pacific,Male,High School,Never Married,Catholic,NA,Below Average,Moderate,Not Legal,NA,Too Little,Too Little,Too Much,Too Little,Obama,60
1982,Pacific,Male,High School,Separated,Protestant,NA,Average,Extremely Liberal,NA,NA,NA,NA,Too Little,About Right,Obama,56
1983,Pacific,Male,Graduate,Never Married,Protestant,NA,Average,Moderate,Legal,Disagree,Too Much,Too Little,Too Little,About Right,Obama,34
1984,Pacific,Female,Bachelor,Never Married,None,NA,Far Above Average,Extremely Liberal,Legal,Agree,NA,NA,Too Little,Too Little,Obama,32
1985,Pacific,Female,High School,Never Married,Protestant,NA,Far Below Average,Moderate,Legal,NA,NA,NA,Too Much,Too Little,NA,22
1986,Pacific,Female,High School,Married,None,Pretty Happy,Below Average,Slightly Liberal,Legal,Disagree,Too Little,Too Little,Too Little,Too Little,NA,35
1987,E. Sou. Central,Female,High School,Never Married,None,NA,Average,Moderate,Legal,Strongly Agree,Too Little,Too Little,Too Little,About Right,NA,22
1988,Pacific,Female,High School,Never Married,Protestant,NA,Far Below Average,Moderate,NA,NA,About Right,Too Much,About Right,About Right,NA,25
1989,Pacific,Male,High School,Never Married,Protestant,NA,Average,Extremely Liberal,Legal,NA,NA,NA,Too Little,Too Little,NA,44
1990,Pacific,Female,High School,Divorced,Catholic,NA,Above Average,Moderate,NA,NA,Too Much,Too Little,Too Little,Too Little,Obama,66
1991,Pacific,Male,Lt High School,Never Married,Catholic,NA,Far Below Average,Conservative,NA,Agree,NA,NA,Too Little,Too Little,NA,44
1992,Foreign,Male,Lt High School,Widowed,Catholic,NA,Average,Moderate,Not Legal,NA,Too Little,Too Much,Too Much,Too Little,NA,47
1993,Pacific,Male,High School,Never Married,None,NA,Average,Moderate,NA,NA,Too Much,Too Little,Too Little,About Right,NA,21
1994,Foreign,Female,Lt High School,Divorced,Catholic,NA,Far Below Average,Moderate,NA,NA,NA,NA,About Right,Too Little,NA,43
1995,Pacific,Male,Lt High School,Divorced,Protestant,NA,Below Average,Moderate,NA,NA,NA,NA,About Right,Too Little,NA,51
1996,Pacific,Female,Junior College,Married,Protestant,Pretty Happy,Above Average,Slightly Liberal,Legal,NA,NA,NA,Too Little,Too Little,Obama,67
1997,Pacific,Male,High School,Married,Catholic,Pretty Happy,Below Average,Slightly Liberal,Legal,NA,Too Much,Too Little,Too Little,Too Little,Obama,71
1998,Pacific,Female,Bachelor,Widowed,None,NA,Average,Extremely Liberal,Legal,NA,Too Much,Too Little,Too Little,Too Little,Obama,85
1999,Pacific,Female,Graduate,Divorced,Protestant,NA,Below Average,Extremely Liberal,Legal,NA,NA,NA,Too Little,Too Little,Obama,72
2000,Pacific,Female,High School,Never Married,None,NA,Above Average,Liberal,Legal,NA,Too Little,Too Little,Too Little,Too Little,Obama,51
2001,Pacific,Male,Lt High School,Married,Catholic,Not Too Happy,Below Average,Extrmly Conservative,NA,NA,NA,NA,Too Little,About Right,Romney,81
2002,Pacific,Female,High School,Divorced,None,NA,Above Average,Liberal,NA,Disagree,NA,Too Little,Too Little,Too Little,Obama,60
2003,Pacific,Female,Bachelor,Married,Protestant,Very Happy,Below Average,Conservative,Not Legal,Disagree,NA,NA,About Right,Too Little,Romney,56
2004,Pacific,Female,Bachelor,Married,Protestant,Very Happy,Average,Conservative,Not Legal,Agree,Too Much,Too Little,About Right,About Right,Romney,55
2005,Pacific,Male,High School,Married,None,Pretty Happy,Average,Slightly Liberal,NA,NA,NA,NA,Too Little,NA,Obama,49
2006,W. Sou. Central,Female,Junior College,Married,Protestant,Very Happy,Average,Conservative,Not Legal,NA,Too Much,NA,About Right,NA,Romney,64
2007,Pacific,Female,Bachelor,Never Married,None,NA,Below Average,Liberal,Legal,Disagree,Too Little,Too Little,Too Little,Too Little,Obama,29
2008,Pacific,Female,Graduate,Separated,None,NA,Average,Slightly Liberal,Not Legal,Strongly Agree,NA,NA,Too Little,Too Little,Obama,46
2009,Pacific,Female,High School,Never Married,None,NA,Below Average,Liberal,Legal,NA,Too Little,Too Little,Too Little,Too Little,NA,19
2010,Pacific,Female,High School,Never Married,Catholic,NA,Below Average,Moderate,Legal,NA,NA,NA,Too Little,Too Little,NA,19
2011,Pacific,Male,High School,Never Married,None,NA,Average,Liberal,NA,NA,Too Little,Too Little,Too Little,Too Little,NA,19
2012,Pacific,Female,Bachelor,Married,Protestant,Pretty Happy,Below Average,Conservative,Not Legal,NA,About Right,Too Little,About Right,About Right,Romney,41
2013,Pacific,Male,Bachelor,Never Married,None,NA,Below Average,Liberal,Legal,Agree,Too Little,Too Little,Too Little,Too Little,NA,25
2014,Pacific,Male,High School,Married,Protestant,Pretty Happy,Below Average,Slghtly Conservative,NA,NA,Too Much,About Right,Too Much,Too Little,NA,73
2015,Pacific,Male,High School,Married,Catholic,Pretty Happy,Average,Moderate,Legal,NA,Too Much,About Right,About Right,About Right,Romney,74
2016,Middle Atlantic,Female,High School,Married,Catholic,NA,Above Average,Extrmly Conservative,Legal,Disagree,Too Much,Too Much,Too Much,Too Much,Romney,53
2017,Pacific,Female,High School,Divorced,Protestant,NA,Average,Conservative,NA,NA,NA,NA,Too Little,Too Little,Romney,49
2018,Pacific,Male,High School,Married,Catholic,Very Happy,Average,Moderate,Not Legal,NA,Too Much,Too Little,Too Little,About Right,Romney,69
2019,Pacific,Male,Bachelor,Married,Protestant,Pretty Happy,Below Average,Conservative,Not Legal,Agree,NA,NA,About Right,About Right,Romney,55
2020,Mountain,Male,High School,Married,None,Very Happy,Below Average,Moderate,NA,Disagree,Too Much,About Right,Too Little,About Right,Obama,51
2021,Pacific,Male,Junior College,Never Married,Protestant,NA,Average,Moderate,Not Legal,NA,NA,Too Little,Too Little,Too Little,Obama,68
2022,W. Nor. Central,Female,Junior College,Married,Catholic,Very Happy,Below Average,Extrmly Conservative,NA,NA,NA,NA,Too Little,Too Much,Romney,66
2023,Pacific,Male,Bachelor,Divorced,Protestant,NA,Average,Conservative,Legal,NA,NA,NA,About Right,Too Little,Romney,63
2024,Pacific,Male,Junior College,Divorced,None,NA,Far Above Average,Extremely Liberal,NA,Agree,Too Much,Too Little,Too Little,Too Little,Obama,57
2025,Pacific,Male,Graduate,Married,Catholic,Very Happy,Far Above Average,Slghtly Conservative,Not Legal,Agree,NA,NA,Too Much,Too Much,Romney,44
2026,Pacific,Female,Bachelor,Never Married,Protestant,NA,Far Below Average,Extremely Liberal,NA,NA,NA,NA,Too Little,Too Little,NA,26
2027,South Atlantic,Male,Graduate,Never Married,Protestant,NA,Average,Liberal,Legal,Disagree,About Right,Too Little,Too Little,Too Little,Other Candidate (Specify),44
2028,E. Nor. Central,Female,Graduate,Divorced,None,NA,Far Below Average,Moderate,NA,Agree,About Right,About Right,Too Little,About Right,Obama,58
2029,Pacific,Female,Junior College,Divorced,None,NA,Average,Moderate,Legal,Strongly Disagree,Too Much,Too Little,Too Little,Too Little,Obama,41
2030,Pacific,Male,Bachelor,Married,Protestant,Very Happy,Above Average,Conservative,Legal,NA,Too Much,Too Little,Too Little,About Right,Obama,24
2031,Pacific,Female,Junior College,Married,Other,Very Happy,Average,Slightly Liberal,NA,Strongly Agree,NA,NA,Too Little,Too Little,Obama,28
2032,E. Nor. Central,Female,Bachelor,Never Married,None,NA,Below Average,Slightly Liberal,Legal,Disagree,NA,NA,Too Little,About Right,Obama,36
2033,Mountain,Male,Junior College,Married,None,Very Happy,Average,Liberal,Legal,NA,NA,NA,Too Little,Too Little,NA,34
2034,E. Sou. Central,Female,High School,Married,None,Very Happy,Average,Extremely Liberal,Legal,Disagree,Too Little,Too Little,Too Little,Too Little,NA,25
2035,Pacific,Female,High School,Married,None,Pretty Happy,Below Average,Extremely Liberal,Legal,Agree,Too Much,About Right,About Right,Too Little,Obama,62
